,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
"DAIHATSU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GY3W,,,,2005.6,4WD,Sport Wagon 23C/S,,,,,,,,,,,,L3-VE,,,,2300,,,,4.0,,MJ-M02,MJ-120,,,,,AT,,,8.3,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.0,,,1.2,
,DBA-GG3P,,,,2005.8,4WD,Mazda Speed Atenza Turbo,,,,,,,,,,,,L3-VDT,,,,2300,,,,5.3,,MJ-M02,MJ-120,,,,,MT,,,2.55,,,,,,MJ-443,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.0,,,1.2,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GHEFP DBA-GHEFS DBA-GHEFW,,,,2008.1,2WD,Sedan 20C/E/Sport 20C/Sport Wagon 20C/F,,,,,,,,,,,,LF -VE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GHEFP DBA-GH5FS DBA-GH5FW,,,,2008.1,2WD,Sedan 25EX/Sport 25EX/S/Z/Sport Wagon 25EX/S/Z,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5FS DBA-GH5FW,,,,2008.1,2WD,Sport 25S/Z/Sport Wagon 25S/Z,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,MT,,,2.85,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5AP CBA-GH5AS DBA-GH5AW,,,,2008.1,4WD,Sedan 25F/Sport 25C/S/Sport Wagon 25C/S,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,AT,,,7.0,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.0,,,1.2,
,DBA-GHEFP DBA-GHEFS DBA-GHEFW,,,,2008.1,2WD,Sedan 20C/E / Sport 20C / Sport Wagon 20C/F,,,,,,,,,,,,LF-VE,,,,2000,,,,4.3,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GHEFP DBA-GH5FS DBA-GH5FW,,,,2008.1,2WD,Sedan 25EX / Sport 25EX/S/Z / Sport Wagon 25EX/S/Z,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5FS DBA-GH5FW,,,,2008.1,2WD,Sport 25S/Z / Sport Wagon 25S/Z,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,MT,,,2.85,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5AP CBA-GH5AS DBA-GH5AW,,,,2008.1,4WD,Sedan 25F/ Sport 25C/S / Sport Wagon 25C/S,,,,,,,,,,,,L5-VE,,,,2500,,,,4.6,,MJ-M02,MJ-120,,,,,AT,,,7.0,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.2,,,1.0,
,DBA-GHEFP DBA-GHEFV,,,,2010.1,2WD,Sedan 20C/S / Sport wagon 20C/S,,,,,,,,,,,,LF-VE,,,,2000,,,,4.3,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5FP DBA-GH5FS DBA-GH5FW,,,,2010.1,2WD,Sedan 25EX / Sport 25S/Z / Sport wagon 25EX/S,,,,,,,,,,,,L5-VE,,,,2500,,,,5.0,,MJ-M02,MJ-120,,,,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5FS,,,,2010.1,2WD,Sport 25Z,,,,,,,,,,,,L5-VE,,,,2500,,,,5.0,,MJ-M02,MJ-120,,,,,MT,,,2.85,,,,,,MJ-441,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GH5AP DBA-GH5AS DBA-GH5AW,,,,2010.1,4WD,Sedan 25C / Sport 25S / Sport wag- on 25S 4WD,,,,,,,,,,,,L5-VE,,,,2500,,,,5.0,,MJ-M02,MJ-120,,,,,AT,,,7.0,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.2,,,1.0,
,DBA-GJEFP DBA-GJEFW,,,,2012.11,2WD,Sedan / Wagon 20S,,,,,,,,,,,,PE-VPR,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJ5FP DBA-GJ5FW,,,,2012.11,2WD,Sedan / Wagon 25S L Package,,,,,,,,,,,,PY-VPR,,,,2500,,,,4.5,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJEFP DBA-GJEFW,,,,2013.11,2WD,Sedan / Wagon 20S,,,,,,,,,,,,PE-VPR,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJ5FP DBA-GJ5FW,,,,2013.11,2WD,Sedan / Wagon 25S L Package,,,,,,,,,,,,PY-VPR,,,,2500,,,,4.5,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJEFP DBA-GJEFW,,,,2015.1,2WD,Sedan / Wagon 20S,,,,,,,,,,,,PE-VPR,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJ5FP DBA-GJ5FW,,,,2015.1,2WD,Sedan / Wagon 25S L Package,,,,,,,,,,,,PY-VPR,,,,2500,,,,4.5,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2FP LDA-GJ2FW,,,,2015.1,2WD,Sedan / Wagon Diesel Turbo,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,AT,,,8.0,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2FP LDA-GJ2FW,,,,2015.1,2WD,Sedan / Wagon Diesel Turbo,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,MT,,,2.4,,,,,,MJ-441,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2AP LDA-GJ2AW,,,,2015.1,4WD,Sedan / Wagon Diesel Turbo 4WD,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,AT,,,8.0,,,,,,MJ-325,,,,,MJ-415,,,MJ-415,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,0.45,,,0.45,
,LDA-GJ2AP LDA-GJ2AW,,,,2015.1,4WD,Sedan / Wagon Diesel Turbo 4WD,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,MT,,,2.4,,,,,,MJ-441,,,,,MJ-415,,,MJ-415,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,0.45,,,0.45,
,VIN №*,,,,2015.2,2WD,Mazda 6,,,,,,,,,,,,PEY5,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,VIN №*,,,,2015.2,2WD,Mazda 6,,,,,,,,,,,,PEY5,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,MT,,,1.7,,,,,,MJ-441,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,VIN №*,,,,2016.9,2WD,Mazda 6,,,,,,,,,,,,PYY1,,,,2500,,,,4.5,,MJ-102,MJ-120,,,MC-901,,AT,,,8.0,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJEFP DBA-GJEFW,,,,2017.8,2WD,Sedan / Wagon 20S,,,,,,,,,,,,PE-VPR,,,,2000,,,,4.2,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-GJ5FP DBA-GJ5FW,,,,2017.8,2WD,Sedan / Wagon 25S L Package,,,,,,,,,,,,PY-VPR,,,,2500,,,,4.5,,MJ-102,MJ-120,,,MC-901,,AT,,,7.8,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-103,,,,,,,,,,,,,,,,,,,,,,,,
*VIN № - is not for Japanese Domestic Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2FP LDA-GJ2FW,,,,2017.8,2WD,Sedan / Wagon Diesel Turbo,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,AT,,,8.0,,,,,,MJ-325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2FP LDA-GJ2FW,,,,2017.8,2WD,Sedan / Wagon Diesel Turbo,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,MT,,,2.4,,,,,,MJ-441,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,,,,,
,LDA-GJ2AP LDA-GJ2AW,,,,2017.8,4WD,Sedan / Wagon Diesel Turbo 4WD,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,AT,,,8.0,,,,,,MJ-325,,,,,MJ-415,,,MJ-415,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,0.45,,,0.45,
,LDA-GJ2AP LDA-GJ2AW,,,,2017.8,4WD,Sedan / Wagon Diesel Turbo 4WD,,,,,,,,,,,,SH-VPTR,,,,2200,,,,5.1,,,MJ-210,,,MC-114,,MT,,,2.4,,,,,,MJ-441,,,,,MJ-415,,,MJ-415,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-111,,,,,,,,,,,,,,,,,,,0.45,,,0.45,
"Axela, Mazda 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UA-BK5P,,,,2003.10,2WD,15F/Sport 15F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,AT,,,7.6,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,UA-BK5P,,,,2003.10,2WD,15F/Sport 15F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,MT,,,3.04,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,UA - BKEP,,,,2003.10,2WD,20C/Sport 20C,,,,,,,,,,,,LF-DE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,MC-114,,AT,,,7.2,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,UA-BK3P,,,,2003.10,2WD,23S/Sport 23S,,,,,,,,,,,,L3-VE,,,,2300,,,,3.9,,MJ-M02,MJ-120,,,,,AT,,,7.2,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,UA-BK3P,,,,2003.12,2WD,23S/Sport 23S 5MT,,,,,,,,,,,,L3-VE,,,,2300,,,,3.9,,MJ-M02,MJ-120,,,,,MT,,,2.87,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BKEP,,,,2004.10,2WD,Sport 20S,,,,,,,,,,,,LF-DE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,MC-114,,AT,,,7.2,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P CBA-BK5P,,,,2005.11,2WD,15C/F/Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,AT,,,7.6,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2005.11,2WD,15C/F/Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,MT,,,2.87,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BKEP,,,,2005.11,2WD,20C/S/Sport 20C/H/S,,,,,,,,,,,,LF-DE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,MC-114,,AT,,,7.2,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BK3P,,,,2005.11,2WD,23S/Sport 23H/S,,,,,,,,,,,,L3-VE,,,,2300,,,,3.9,,MJ-M02,MJ-120,,,,,AT,,,7.2,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BK3P,,,,2005.11,2WD,23S/Sport 23H/S,,,,,,,,,,,,L3-VE,,,,2300,,,,3.9,,MJ-M02,MJ-120,,,,,MT,,,2.87,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2006.6,2WD,15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,AT,,,7.6,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2006.6,2WD,15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,MT,,,3.04,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2006.6,2WD,Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,AT,,,7.6,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2006.6,2WD,Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.7,,MJ-M02,MJ-120,,,MC-901,,MT,,,3.04,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BKEP,,,,2006.6,2WD,20C/S/Sport 20C/S,,,,,,,,,,,,LF -VE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BKEP,,,,2006.6,4WD,20F/Sport 20F,,,,,,,,,,,,LF -VE,,,,2000,,,,3.9,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.0,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.0,,,1.05,
,CBA-BK3P,,,,2006.6,2WD,Sport 23S,,,,,,,,,,,,L3-VE,,,,2300,,,,3.9,,MJ-M02,MJ-120,,,,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,CBA-BK3P,,,,2006.6,2WD,MAZDA SPEED Axela Turbo,,,,,,,,,,,,L3-VDT,,,,2300,,,,5.3,,MJ-M02,MJ-120,,,,,MT,,,2.5,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2008.1,2WD,15C/F / Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.9,,MJ-M02,MJ-120,,,MC-901,,AT,,,7.6,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BK5P,,,,2008.1,2WD,15C/F / Sport 15C/F,,,,,,,,,,,,ZY-VE,,,,1500,,,,3.9,,MJ-M02,MJ-120,,,MC-901,,MT,,,3.04,,,,,,MJ-443,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BKEP,,,,2008.1,2WD,20E/S / Sport 20C/S,,,,,,,,,,,,LF -VE,,,,2000,,,,4.3,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.14,,,MJ-328,,,MJ-323,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,,,,,
,DBA-BKEP,,,,2008.1,4WD,20F / Sport 20F 4WD,,,,,,,,,,,,LF -VE,,,,2000,,,,4.3,,MJ-M02,MJ-120,,,MC-114,,AT,,,8.0,,,MJ-328,,,MJ-323,,,,,MJ-431,,,MJ-431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ-M11,,,,,,,,,,,,,,,,,,,,1.0,,,1.05,
DAIHATSU,,,HONDA,,,INFINITI,,,ISUZU,,,,,,,,,LEXUS,,,MAZDA,,,,,,,MITSUBISHI,,,NISSAN,,,,,SUBARU,,,,,,SUZUKI,,,,,TOYOTA,,,,,,IMPORTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MODEL,,,,YEAR,DRIVING WHEELS,EQUIPMENT,,,,,,,,,,,,ENGINE,,,,,,,,,,OIL TYPE,,,,FILTER,,TRANSAXLE,,,,,,FLUID TYPE,,,,GEAR OIL TYPE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPACITY L.,,,,,,,,
,,,,,,,,,,,,,,,,,,,MODEL,,,,DISPLACEMENT CC,,,,CAPACITY L.,,PREMIUM,CLASSIC,,,,,TYPE,,,CAPACITY L.,,,PREMIUM,,,CLASSIC,FRONT  DIFF.,,,,TRANSFER BOX,,,REAR DIFF.,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
